page	section	item	key	field	en	ms	content_type	translatable	render	ms_status	en_chars	ms_chars	len_ratio	glossary_hits	draft	placeholder	correction	has_image	image_ref
global	flow		chatbot.flow.service.eip.say	say	The EIP program is only for children ages 12 and below: a school readiness program (6-12 years old, morning session, 4 hours) and a play group (3-5 years old, afternoon session, 2 hours), run by our certified Occupational Therapist, Speech Therapist/Clinical Linguist and Special Education Teacher.	Program EIP hanya untuk kanak-kanak berumur 12 tahun ke bawah: program kesediaan sekolah (6-12 tahun, sesi pagi, 4 jam) dan kumpulan permainan (3-5 tahun, sesi petang, 2 jam), dijalankan oleh Ahli Terapi Carakerja, Ahli Terapi Pertuturan/Pakar Linguistik Klinikal serta Guru Pendidikan Khas kami yang bertauliah.	body	TRUE	js	translated	298	312	1.05	Special Education;Session;Child;Children	FALSE	FALSE		FALSE	
global	flow		chatbot.flow.service.eip.next	next	start	start	non-copy	FALSE	js	identical	5	5	1.00		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.service.psych.say	say	Clinical psychologists meet with clients to identify emotional, mental, and behavioural concerns through observation, interviews, and tests. We then formulate a program of treatment together.	Ahli psikologi klinikal bertemu klien untuk mengenal pasti kebimbangan emosi, mental, dan tingkah laku melalui pemerhatian, temu bual, dan ujian. Kemudian kami merumuskan satu program rawatan bersama.	body	TRUE	js	translated	191	200	1.05		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.service.psych.next	next	start	start	non-copy	FALSE	js	identical	5	5	1.00		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.price.q1.say	say	Which service?	Perkhidmatan yang mana?	body	TRUE	js	translated	14	23	1.64		FALSE	FALSE		FALSE	
global	flow	0	chatbot.flow.price.q1.options[0].label	label	Screening	Saringan	option	TRUE	js	translated	9	8	0.89		FALSE	FALSE		FALSE	
global	flow	0	chatbot.flow.price.q1.options[0].next	next	price.q2	price.q2	non-copy	FALSE	js	identical	8	8	1.00		FALSE	FALSE		FALSE	
global	flow	0	chatbot.flow.price.q1.options[0].set.service	service	screening	screening	microcopy	TRUE	js	identical	9	9	1.00		FALSE	FALSE		FALSE	
global	flow	1	chatbot.flow.price.q1.options[1].label	label	Occupational Therapy	Terapi Carakerja	option	TRUE	js	translated	20	16	0.80	Occupational Therapy	FALSE	FALSE		FALSE	
global	flow	1	chatbot.flow.price.q1.options[1].next	next	price.q2	price.q2	non-copy	FALSE	js	identical	8	8	1.00		FALSE	FALSE		FALSE	
global	flow	1	chatbot.flow.price.q1.options[1].set.service	service	ot	ot	microcopy	TRUE	js	identical	2	2	1.00		FALSE	FALSE		FALSE	
global	flow	2	chatbot.flow.price.q1.options[2].label	label	Speech Therapy	Terapi Pertuturan	option	TRUE	js	translated	14	17	1.21	Speech Therapy	FALSE	FALSE		FALSE	
global	flow	2	chatbot.flow.price.q1.options[2].next	next	price.q2	price.q2	non-copy	FALSE	js	identical	8	8	1.00		FALSE	FALSE		FALSE	
global	flow	2	chatbot.flow.price.q1.options[2].set.service	service	speech	speech	microcopy	TRUE	js	identical	6	6	1.00		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.price.q2.say	say	What's your child's age?	Berapa umur anak anda?	body	TRUE	js	translated	24	22	0.92	Child	FALSE	FALSE		FALSE	
global	flow	0	chatbot.flow.price.q2.options[0].label	label	0–2	0–2	option	TRUE	js	identical	3	3	1.00		FALSE	FALSE		FALSE	
global	flow	0	chatbot.flow.price.q2.options[0].next	next	price.q3	price.q3	non-copy	FALSE	js	identical	8	8	1.00		FALSE	FALSE		FALSE	
global	flow	0	chatbot.flow.price.q2.options[0].set.age	age	0-2	0-2	microcopy	TRUE	js	identical	3	3	1.00		FALSE	FALSE		FALSE	
global	flow	1	chatbot.flow.price.q2.options[1].label	label	3–5	3–5	option	TRUE	js	identical	3	3	1.00		FALSE	FALSE		FALSE	
global	flow	1	chatbot.flow.price.q2.options[1].next	next	price.q3	price.q3	non-copy	FALSE	js	identical	8	8	1.00		FALSE	FALSE		FALSE	
global	flow	1	chatbot.flow.price.q2.options[1].set.age	age	3-5	3-5	microcopy	TRUE	js	identical	3	3	1.00		FALSE	FALSE		FALSE	
global	flow	2	chatbot.flow.price.q2.options[2].label	label	6–9	6–9	option	TRUE	js	identical	3	3	1.00		FALSE	FALSE		FALSE	
global	flow	2	chatbot.flow.price.q2.options[2].next	next	price.q3	price.q3	non-copy	FALSE	js	identical	8	8	1.00		FALSE	FALSE		FALSE	
global	flow	2	chatbot.flow.price.q2.options[2].set.age	age	6-9	6-9	microcopy	TRUE	js	identical	3	3	1.00		FALSE	FALSE		FALSE	
global	flow	3	chatbot.flow.price.q2.options[3].label	label	10+	10+	option	TRUE	js	identical	3	3	1.00		FALSE	FALSE		FALSE	
global	flow	3	chatbot.flow.price.q2.options[3].next	next	price.q3	price.q3	non-copy	FALSE	js	identical	8	8	1.00		FALSE	FALSE		FALSE	
global	flow	3	chatbot.flow.price.q2.options[3].set.age	age	10+	10+	microcopy	TRUE	js	identical	3	3	1.00		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.price.q3.say	say	How often are you thinking?	Berapa kerap anda fikirkan?	body	TRUE	js	translated	27	27	1.00		FALSE	FALSE		FALSE	
global	flow	0	chatbot.flow.price.q3.options[0].label	label	One-off / assessment	Sekali sahaja / penilaian	option	TRUE	js	translated	20	25	1.25		FALSE	FALSE		FALSE	
global	flow	0	chatbot.flow.price.q3.options[0].next	next	price.show	price.show	non-copy	FALSE	js	identical	10	10	1.00		FALSE	FALSE		FALSE	
global	flow	0	chatbot.flow.price.q3.options[0].set.freq	freq	one	one	microcopy	TRUE	js	identical	3	3	1.00		FALSE	FALSE		FALSE	
global	flow	1	chatbot.flow.price.q3.options[1].label	label	Weekly	Mingguan	option	TRUE	js	translated	6	8	1.33		FALSE	FALSE		FALSE	
global	flow	1	chatbot.flow.price.q3.options[1].next	next	price.show	price.show	non-copy	FALSE	js	identical	10	10	1.00		FALSE	FALSE		FALSE	
global	flow	1	chatbot.flow.price.q3.options[1].set.freq	freq	weekly	weekly	microcopy	TRUE	js	identical	6	6	1.00		FALSE	FALSE		FALSE	
global	flow	2	chatbot.flow.price.q3.options[2].label	label	Multiple times a week	Beberapa kali seminggu	option	TRUE	js	translated	21	22	1.05		FALSE	FALSE		FALSE	
global	flow	2	chatbot.flow.price.q3.options[2].next	next	price.show	price.show	non-copy	FALSE	js	identical	10	10	1.00		FALSE	FALSE		FALSE	
global	flow	2	chatbot.flow.price.q3.options[2].set.freq	freq	intensive	intensive	microcopy	TRUE	js	identical	9	9	1.00		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.price.show.say	say	Fees vary by service, the child's needs, and how often you visit, so the team shares current charges directly. You can call +603-7734 3044 or send us a message. Want to get in touch?	Yuran berbeza mengikut perkhidmatan, keperluan anak, dan kekerapan sesi, jadi pihak kami berkongsi kadar terkini secara terus. Anda boleh hubungi +603-7734 3044 atau hantar mesej kepada kami. Mahu berhubung dengan kami?	body	TRUE	js	translated	182	219	1.20	Team;Child;Get in touch;Send	FALSE	FALSE		FALSE	
global	flow	0	chatbot.flow.price.show.options[0].label	label	Yes, confirm with the team	Ya, sahkan dengan pasukan	option	TRUE	js	translated	26	25	0.96	Team	FALSE	FALSE		FALSE	
global	flow	0	chatbot.flow.price.show.options[0].next	next	customer	customer	non-copy	FALSE	js	identical	8	8	1.00		FALSE	FALSE		FALSE	
global	flow	1	chatbot.flow.price.show.options[1].label	label	Not yet	Belum lagi	option	TRUE	js	translated	7	10	1.43		FALSE	FALSE		FALSE	
global	flow	1	chatbot.flow.price.show.options[1].next	next	start	start	non-copy	FALSE	js	identical	5	5	1.00		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.customer.say	say	Of course. Let's put together a message you can send our team on WhatsApp. First — what's your name?	Tentu. Mari kita sediakan mesej yang boleh anda hantar kepada pasukan kami di WhatsApp. Pertama — apakah nama anda?	body	TRUE	js	translated	100	115	1.15	Team;Send	FALSE	FALSE		FALSE	
global	flow		chatbot.flow.customer.input	input	free	free	non-copy	FALSE	js	identical	4	4	1.00		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.customer.capture	capture	name	name	microcopy	TRUE	js	identical	4	4	1.00		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.customer.next	next	customer.phone	customer.phone	non-copy	FALSE	js	identical	14	14	1.00		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.customer.name.say	say	Got it. What's your name?	Baik. Apakah nama anda?	body	TRUE	js	translated	25	23	0.92		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.customer.name.input	input	free	free	non-copy	FALSE	js	identical	4	4	1.00		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.customer.name.capture	capture	name	name	microcopy	TRUE	js	identical	4	4	1.00		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.customer.name.next	next	customer.phone	customer.phone	non-copy	FALSE	js	identical	14	14	1.00		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.customer.phone.say	say	Thanks. And the best number to reach you on?	Terima kasih. Dan nombor terbaik untuk menghubungi anda?	body	TRUE	js	translated	44	56	1.27		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.customer.phone.input	input	free	free	non-copy	FALSE	js	identical	4	4	1.00		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.customer.phone.capture	capture	phone	phone	microcopy	TRUE	js	identical	5	5	1.00		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.customer.phone.next	next	customer.confirm	customer.confirm	non-copy	FALSE	js	identical	16	16	1.00		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.customer.confirm.say	say	That's everything I need. Use the WhatsApp button below to send this straight to our team.	Itu sahaja yang saya perlukan. Gunakan butang WhatsApp di bawah untuk menghantarnya terus kepada pasukan kami.	body	TRUE	js	translated	90	110	1.22	Team;Send	FALSE	FALSE		FALSE	
global	flow	0	chatbot.flow.customer.confirm.options[0].label	label	Back to start	Kembali ke mula	option	TRUE	js	translated	13	15	1.15		FALSE	FALSE		FALSE	
global	flow	0	chatbot.flow.customer.confirm.options[0].next	next	start	start	non-copy	FALSE	js	identical	5	5	1.00		FALSE	FALSE		FALSE	
global	mapEmbedSrc		common.mapEmbedSrc	mapEmbedSrc	https://www.google.com/maps?q=Urbane+Ethos+Early+Intervention+Center%2C+No.+4+Jalan+Elektron+E+U16%2FE%2C+Denai+Alam%2C+40160+Shah+Alam%2C+Selangor&output=embed	https://www.google.com/maps?q=Urbane+Ethos+Early+Intervention+Center%2C+No.+4+Jalan+Elektron+E+U16%2FE%2C+Denai+Alam%2C+40160+Shah+Alam%2C+Selangor&output=embed	microcopy	TRUE	unresolved	identical	160	160	1.00	Center	FALSE	FALSE		FALSE	
global	nav		common.nav.about	about	About	Tentang Kami	nav	TRUE	static	translated	5	12	2.40		FALSE	FALSE		FALSE	
global	nav		common.nav.staff	staff	Staff	Kakitangan	nav	TRUE	static	translated	5	10	2.00	Staff	FALSE	FALSE		FALSE	
global	nav		common.nav.services	services	Services	Perkhidmatan	nav	TRUE	static	translated	8	12	1.50		FALSE	FALSE		FALSE	
global	nav		common.nav.events	events	Events	Acara	nav	TRUE	unresolved	translated	6	5	0.83		FALSE	FALSE		FALSE	
global	nav		common.nav.blog	blog	Blog	Blog	nav	TRUE	static	identical	4	4	1.00		FALSE	FALSE		FALSE	
global	nav		common.nav.contact	contact	Contact	Hubungi	nav	TRUE	static	translated	7	7	1.00		FALSE	FALSE		FALSE	
global	nav		common.nav.more	more	More	Lagi	nav	TRUE	unresolved	translated	4	4	1.00		FALSE	FALSE		FALSE	
global	nav		common.nav.bookNow	bookNow	Book Now	Tempah Sekarang	nav	TRUE	unresolved	translated	8	15	1.88	Book Now	FALSE	FALSE		FALSE	
global	nav		common.nav.skipToContent	skipToContent	Skip to content	Langkau ke kandungan	nav	TRUE	static	translated	15	20	1.33	Skip to content	FALSE	FALSE		FALSE	
global	nav		common.nav.menu	menu	Open menu	Buka menu	nav	TRUE	static	translated	9	9	1.00	Menu	FALSE	FALSE		FALSE	
global	nav		common.nav.menuClose	menuClose	Close menu	Tutup menu	nav	TRUE	unresolved	translated	10	10	1.00	Close;Menu	FALSE	FALSE		FALSE	
global	locale		common.locale.switchToEnglish	switchToEnglish	EN	EN	microcopy	TRUE	unresolved	identical	2	2	1.00		FALSE	FALSE		FALSE	
global	locale		common.locale.switchToMalay	switchToMalay	BM	BM	microcopy	TRUE	unresolved	identical	2	2	1.00		FALSE	FALSE		FALSE	
global	locale		common.locale.currentLabel	currentLabel	Current language	Bahasa semasa	microcopy	TRUE	unresolved	translated	16	13	0.81		FALSE	FALSE		FALSE	
global	fontSize		common.fontSize.label	label	Text size	Saiz teks	label	TRUE	unresolved	translated	9	9	1.00	Text size	FALSE	FALSE		FALSE	
global	fontSize		common.fontSize.values[0]	values	A	A	list-item	TRUE	unresolved	identical	1	1	1.00		FALSE	FALSE		FALSE	
global	fontSize		common.fontSize.values[1]	values	A+	A+	list-item	TRUE	unresolved	identical	2	2	1.00		FALSE	FALSE		FALSE	
global	fontSize		common.fontSize.values[2]	values	A++	A++	list-item	TRUE	unresolved	identical	3	3	1.00		FALSE	FALSE		FALSE	
global	footer		common.footer.address	address	No. 4, Jalan Elektron E U16/E, Seksyen U16, E-Boulevard, Denai Alam, 40160 Shah Alam, Selangor	No. 4, Jalan Elektron E U16/E, Seksyen U16, E-Boulevard, Denai Alam, 40160 Shah Alam, Selangor	microcopy	TRUE	static	identical	94	94	1.00		FALSE	FALSE		FALSE	
global	footer		common.footer.phone1	phone1	+603-7734 3044	+603-7734 3044	microcopy	TRUE	static	identical	14	14	1.00		FALSE	FALSE		FALSE	
global	footer		common.footer.phone2	phone2	+6013-249 0069	+6013-249 0069	microcopy	TRUE	unresolved	identical	14	14	1.00		FALSE	FALSE		FALSE	
global	footer		common.footer.email	email	urbaneethos@yahoo.com	urbaneethos@yahoo.com	microcopy	TRUE	static	identical	21	21	1.00		FALSE	FALSE		FALSE	
global	footer		common.footer.hoursLabel	hoursLabel	Hours	Waktu operasi	microcopy	TRUE	static	translated	5	13	2.60		FALSE	FALSE		FALSE	
global	footer		common.footer.hours[0]	hours	Monday: 12PM – 5PM	Isnin: 12PM – 5PM	list-item	TRUE	unresolved	translated	18	17	0.94	Monday	FALSE	FALSE		FALSE	
global	footer		common.footer.hours[1]	hours	Tuesday – Saturday: 9AM – 6PM	Selasa – Sabtu: 9AM – 6PM	list-item	TRUE	unresolved	translated	29	25	0.86	Tuesday;Saturday	FALSE	FALSE		FALSE	
global	footer		common.footer.hours[2]	hours	Closed Sunday & Public Holidays	Tutup pada hari Ahad & Cuti Umum	list-item	TRUE	unresolved	translated	31	32	1.03	Close;Sunday;Public Holidays;Closed	FALSE	FALSE		FALSE	
global	footer		common.footer.social.facebook	facebook	Facebook	Facebook	microcopy	TRUE	unresolved	identical	8	8	1.00		FALSE	FALSE		FALSE	
global	footer		common.footer.social.instagram	instagram	Instagram	Instagram	microcopy	TRUE	unresolved	identical	9	9	1.00		FALSE	FALSE		FALSE	
global	footer		common.footer.rights	rights	© Urbane Ethos Early Intervention Center	© Pusat Intervensi Awal Urbane Ethos	microcopy	TRUE	static	translated	40	36	0.90	Early Intervention;Urbane Ethos Early Intervention Center;Center	FALSE	FALSE		FALSE	
global	footer		common.footer.manageCookies	manageCookies	Manage cookies	Urus kuki	microcopy	TRUE	static	translated	14	9	0.64	Cookies;Manage cookies	FALSE	FALSE		FALSE	
global	footer		common.footer.clearData	clearData	Clear my data	Padam data saya	microcopy	TRUE	static	translated	13	15	1.15		TRUE	FALSE		FALSE	
global	footer		common.footer.privacy	privacy	Privacy notice	Notis Privasi	microcopy	TRUE	static	translated	14	13	0.93	Privacy notice	FALSE	FALSE		FALSE	
global	footer		common.footer.analyticsDemo	analyticsDemo	Analytics demo	Demo analitik	microcopy	TRUE	static	translated	14	13	0.93	Analytics	FALSE	FALSE		FALSE	
global	clearData		common.clearData.title	title	Clear my data	Padam data saya	heading	TRUE	unresolved	translated	13	15	1.15		TRUE	FALSE		FALSE	
global	clearData		common.clearData.body	body	This removes everything this site has saved in your browser. It does not affect anything you have already sent us by email or WhatsApp, and it does not delete your enquiry.	Ini membuang segala yang disimpan oleh laman ini dalam pelayar anda. Ia tidak menjejaskan apa-apa yang telah anda hantar kepada kami melalui emel atau WhatsApp, dan ia tidak memadam pertanyaan anda.	body	TRUE	unresolved	translated	172	198	1.15		TRUE	FALSE		FALSE	
global	clearData		common.clearData.itemsList[0]	itemsList	Your language preference	Pilihan bahasa anda	list-item	TRUE	unresolved	translated	24	19	0.79		TRUE	FALSE		FALSE	
global	clearData		common.clearData.itemsList[1]	itemsList	Your text-size preference	Pilihan saiz teks anda	list-item	TRUE	unresolved	translated	25	22	0.88		TRUE	FALSE		FALSE	
